Title,Acronym,DblpSeries,has CORE2010 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Software Education Conference,SRIG-ET,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
Software Performance Enhancement for Encryption and Decryption,SPEED,N/A,C,"Data Format†, , ",Data Format†,,
Software Quality Conference,SQC,N/A,C,"Computer Software†, , ",Computer Software†,,
Software Technology and Engineering Practice Conference,STEP,N/A,B,"Computer Software†, , ",Computer Software†,,
South African Construction Health and Safety conference,SABERC,N/A,C,"Building†, , ",Building†,,
South African International Graph Theory Conference,SAIGTC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Southern Conference on Computing,SCC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Southwestern Conference on Pattern Languages of Programs,ChiliPLoP,N/A,C,"Computer Software†, , ",Computer Software†,,
Spatial Information Research Centre Colloquium,SIRC,N/A,C,"Geomatic Engineering †, , ",Geomatic Engineering †,,
Spatial Information Science and Technology Conference,SIST,N/A,C,"Geomatic Engineering †, , ",Geomatic Engineering †,,
Special-purpose Hardware for Attacking Cryptographic Systems,SHARCS,N/A,C,"Data Format†, , ",Data Format†,,
SPIE Conference on Performance and Control of Network Systems,PCNS,N/A,C,"Computer Hardware†, , ",Computer Hardware†,,
SPIE Conference on Visual Data Exploration and Analysis,VDEA,N/A,C,"Data Format†, , ",Data Format†,,
SPIE International Conference on Multimedia Storage and Archiving Systems,MSAS,N/A,C,"Data Format†, , ",Data Format†,,
IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,vcip,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Spring Conference on Computer Graphics,SCCG,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
State of Australian Cities (SOAC) Conference,SOAC,N/A,A,"Architecture†, Building†, Urban and Regional Planning†",Architecture†,Building†,Urban and Regional Planning†
State of the Art of Stream Ciphers,SASC,N/A,C,"Data Format†, , ",Data Format†,,
Static Analysis Symposium,SAS,sas,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Stochastic Local Search Algorithms,SLS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases),SRMD,N/A,C,"Data Format†, , ",Data Format†,,
Structural and Syntactical Pattern Recognition,SSPR,ssspr,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Structural Engineering and Construction Conference,APSEC-EASEC,N/A,B,"Civil Engineering†, , ",Civil Engineering†,,
Summer Computer Simulation Conference,SCSC,scsc,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Summer School on Modelling and Verification of Parallel Processes,MOVEP,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
Symposia on VLSI Technology and Circuits,VLSI,N/A,A,"Communications Technologies†, , ",Communications Technologies†,,
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,mascots,A,"Computer Hardware†, , ",Computer Hardware†,,
Symposium of Asian Association for Algorithms and Computation,AAAC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Symposium on ‘Building Simulation in the Southwest of England’,IBPSA,N/A,A,"Building†, , ",Building†,,
"Symposium on Abstraction, Reformulation and Approximation",SARA,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"ACM Symposium on Access Control Models and Technologies (previously ACM Workshop on Role-Based Access Control, RBAC, changed in 2000)",SACMAT,sacmat,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Symposium on Advances in DB and Information Systems,ADBIS,adbis,B,"Data Format†, Information Systems†, ",Data Format†,Information Systems†,
Symposium on Assessment of Quality S/W Dev Tools,AQSDT,N/A,C,"Computer Software†, , ",Computer Software†,,
Symposium on Cellular Automata,JAC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Symposium On Combinatorics, Algorithms, Probabilistic and Experimental Methodologies",ESCAPE,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Symposium on Computational Geometry for Mechanics and Applications,SOCGMA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Symposium on Design, Analysis, and Simulation of Distributed Systems",DASD,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
Symposium on Geometry Processing,SGP,sgp,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Symposium on High Performance Chips,HOT CHIPS,N/A,A,"Communications Technologies†, , ",Communications Technologies†,,
Symposium on Information Technology and Information Systems,ITIS,N/A,C,"Information Systems†, , ",Information Systems†,,
Symposium on Logical Formalizations of Commonsense Reasoning,COMMONSENSE,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"Symposium on Networked Systems, Design and Implementation",NSDI,nsdi,B,"Distributed Computing†, , ",Distributed Computing†,,
Symposium on Parallelism in Algorithms and Architectures,SPAA,spaa,A,"Distributed Computing†, , ",Distributed Computing†,,
Symposium on Programs as Data Objects,PADO,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Symposium on Reliable Distributed Systems,SRDS,srds,A,"Distributed Computing†, , ",Distributed Computing†,,
Symposium on Requirements Engineering for Information Security,SREIS,N/A,C,"Information Systems†, , ",Information Systems†,,
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,sss,C,"Distributed Computing†, , ",Distributed Computing†,,
"Symposium on Stochastic Algorithms, Foundations and Applications",SAGA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Systems Engineering / Test and Evaluation Conference,SETE,N/A,C,"Computer Software†, , ",Computer Software†,,
TAI: Algorithmic Information Theory: Kolmogorov Complexity,TAI,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Tangible, Embedded, and Embodied Interaction",TEI,tei,A,"Information Systems†, , ",Information Systems†,,
Techniques and Problems in Graph Theory,TPGT,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Technology for Interactive Digital Storytelling (merged into ICIDS in 2008),TIDSE,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
Technology of Object-Oriented Languages and Systems,TOOLS,tools,B,"Computer Software†, , ",Computer Software†,,
Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,tridentcom,B,"Distributed Computing†, , ",Distributed Computing†,,
The Conference on visualization of information,SEE,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"The International Conference on Mobile Technology, Applications and Systems",MOBILITY,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
The International Conference on Semantic Web and Web Services,SWWS,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
The International Workshop on Algorithms and Graphs,IWAAG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
The Modelling and Simulation Society of Australia and New Zealand Meeting,ANZMODS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
The Northern Formal Methods Workshops,NFM,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
The organizational semiotics Conference,ORGSEM,N/A,B,"Information Systems†, , ",Information Systems†,,
The Theory and Application of Diagrams,DIAGRAMS,diagrams,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Theoretical Aspects of Rationality and Knowledge,TARK,tark,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Theory of Cryptography Conference,TCC,tcc,A,"Data Format†, , ",Data Format†,,
Tools and Algorithms for Construction and Analysis of Systems,TACAS,tacas,A,"Computer Software†, , ",Computer Software†,,
Topological and Geometric Graph Theory,TGGT,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Traitement Automatique des Langues Naturelles,TALN,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Trustworthy Interfaces for Passwords and Personal Information workshop,TIPPI,N/A,C,"Data Format†, , ",Data Format†,,
ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),UbiComp,huc,A,"Distributed Computing†, , ",Distributed Computing†,,
UK Academy of Information Systems Conference,UKAIS,N/A,C,"Information Systems†, , ",Information Systems†,,
UK e-Science All Hands Meeting,UK e-Science,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
UK Ireland Planning Research Conference,PRC,N/A,B,"Urban and Regional Planning†, , ",Urban and Regional Planning†,,
Unconventional Models of Computation,UMC,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
United Kingdom Systems Society,UKSS,N/A,B,"Information Systems†, , ",Information Systems†,,
United Kingdom Virtual Reality Special Interest Group Conference UK-VRSIG,VR-SIG,N/A,C,"Information Systems†, , ",Information Systems†,,
"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,mcu,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Urban History Planning History (Australasia),UHPH,N/A,B,"Architecture†, Urban and Regional Planning†, ",Architecture†,Urban and Regional Planning†,
Usable Security and Privacy,USEC,N/A,C,"Computer Software†, , ",Computer Software†,,
Usenix Annual Technical Conference,USENIX,usenix,A,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
Conference on File and Storage Technologies,FAST,fast,A,"Data Format†, , ",Data Format†,,
Usenix Network and Distributed System Security Symposium,NDSS,ndss,A,"Computer Software†, Distributed Computing†, ",Computer Software†,Distributed Computing†,
Usenix Security Symposium,USENIX-Security,uss,A,"Computer Software†, , ",Computer Software†,,
Usenix Symposium on Operating Systems Design and Implementation,OSDI,osdi,A,"Computer Software†, , ",Computer Software†,,
USENIX Windows NT Symposium,UWNTS,N/A,C,"Computer Software†, , ",Computer Software†,,
USENIX Workshop on Electronic Commerce,USENIX EC,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
USENIX Workshop on Hot Topics in Operating Systems,HotOS,hotos,A,"Computer Software†, , ",Computer Software†,,
USENIX/ACCURATE Electronic Voting Technology Workshop,EVT,N/A,C,"Data Format†, , ",Data Format†,,
"Verification, Model Checking and Abstract Interpretation",VMCAI,vmcai,B,"Computer Software†, , ",Computer Software†,,
Vision Interface,VI,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
