Title,Acronym,DblpSeries,has CORE2010 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
"International Conference on Availability, Reliability and Security",ARES,IEEEares,B,"Computer Software†, , ",Computer Software†,,
"International Conference on Broadband Communications, Networks and Systems",Broadnets,broadnets,B,"Communications Technologies†, , ",Communications Technologies†,,
International Conference on Business Information Systems,BIS,N/A,B,"Information Systems†, , ",Information Systems†,,
"International Conference on CAD/CAM, Robotics and Factories of the Future",RFF,N/A,C,"Manufacturing Engineering†, , ",Manufacturing Engineering†,,
International Conference on Case-Based Reasoning,ICCBR,iccbr,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Civil, Structural and Environmental Engineering Computing",CIVIL-COMP,N/A,A,"Engineering†, , ",Engineering†,,
IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,cloudcom,C,"Information Systems†, , ",Information Systems†,,
"International Conference on Collaborative Computing: Networks, Applications and Worksharing",CollaborateCom,colcom,C,"Information Systems†, , ",Information Systems†,,
International Conference on Communication System Software and Middleware,COMSWARE,N/A,C,"Computer Software†, , ",Computer Software†,,
International Conference on Communications in Computing,CIC,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,cases,A,"Computer Hardware†, , ",Computer Hardware†,,
International Conference on Complex Systems,CxS,N/A,C,"Civil Engineering†, , ",Civil Engineering†,,
International Conference on Computational Collective Intelligence,ICCCI,iccci,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computational Engineering Science,ICES,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Computational Intelligence and Multimedia,ICCIMA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computational Intelligence and Software Engineering,CISE,N/A,C,"Artificial Intelligence and Image Processing†, Data Format†, Computer Software†",Artificial Intelligence and Image Processing†,Data Format†,Computer Software†
"International Conference on Computational Intelligence for Modelling, Control and Automation",CIMCA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Computational Intelligence, Robotics and Autonomous Systems",CIRAS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computational Linguistics,COLING,coling,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computational Molecular Biology,RECOMB,recomb,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Computational Plasticity,COMPLAS,N/A,A,"Civil Engineering†, Mechanical Engineering†, ",Civil Engineering†,Mechanical Engineering†,
International Conference on Computational Science,ICCS,iccS,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Computational Science and its Applications,ICCSA,iccsa,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Computational Semiotics for Games and New Media,Cosign,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computer Analysis of Images and Patterns,CAIP,caip,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
SIGGRAPH Asia,SiggraphA,siggrapha,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,visigrapp,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa",AFRIGRAPH,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computer Information Systems and Industrial Management Applications,CISIM,N/A,C,"Information Systems†, , ",Information Systems†,,
"International Conference on Computer Safety, Reliability and Security",SAFECOMP,safecomp,B,"Computer Software†, , ",Computer Software†,,
International Conference on Computer Supported Cooperative Work in Design,CSCWD,cscwd,B,"Information Systems†, Design Practice and Management†, ",Information Systems†,Design Practice and Management†,
International Conference on Computer Theory and Applications,ICCTA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computer Vision Systems,ICVS,icvs,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Computers and their Applications,CATA,cata,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Computers Helping People with Special Needs,ICCHP,icchp,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
International Conference on Computers in Education,ICCE,N/A,B,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
International Conference on Computers in Urban Planning and Urban Management,CUPUM,N/A,A,"Urban and Regional Planning†, , ",Urban and Regional Planning†,,
International Conference on Computing and Combinatorics,COCOON,cocoon,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Computing and Informatics,ICOCI,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Conceptual Modelling,ER,er,A,"Data Format†, , ",Data Format†,,
International Conference on Concurrency Theory,CONCUR,concur,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Construction and Real Estate Management,ICCREM,N/A,B,"Building†, , ",Building†,,
International Conference on Construction Engineering and Management,ICCEM,N/A,C,"Civil Engineering†, , ",Civil Engineering†,,
International Conference on Construction in Developing Countries,ICCIDC,N/A,C,"Building†, , ",Building†,,
"International Conference on Control, Automation, Robotics and Vision",ICARCV,icarcv,A,"Geomatic Engineering †, , ",Geomatic Engineering †,,
International Conference on Convergence and Hybrid Information Technology,ICHIT,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
International Conference on Cooperative Information Systems,CoopIS,N/A,A,"Information Systems†, , ",Information Systems†,,
International Conference on Coordination Models and Languages,Coordination,coordination,A,"Computer Software†, , ",Computer Software†,,
International Conference on Creating Connecting and Collaborating through Computing,C5,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Cryptology and Network Security,CANS,cans,B,"Computer Software†, , ",Computer Software†,,
International Conference on Cryptology in India,INDOCRYPT,indocrypt,B,"Data Format†, , ",Data Format†,,
International Conference on Cybercrime Forensics Education and Training,CFET,N/A,C,"Artificial Intelligence and Image Processing†, Computer Software†, ",Artificial Intelligence and Image Processing†,Computer Software†,
International Conference on Cyberworlds (was International Symposium on Cyberworlds),CW,cw,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Data Engineering,ICDE,icde,A,"Data Format†, , ",Data Format†,,
International Conference on Database and Expert Systems Applications,DEXA,dexa,B,"Artificial Intelligence and Image Processing†, Data Format†, Information Systems†",Artificial Intelligence and Image Processing†,Data Format†,Information Systems†
International Conference on Database Systems for Advanced Applications,DASFAA,dasfaa,C,"Data Format†, , ",Data Format†,,
International Conference on Database Theory,ICDT,icdt,A,"Data Format†, , ",Data Format†,,
International Conference on Declarative Programming and Knowledge Management (no information after 2013),INAP,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Dependability of Computer Systems,DEPCoS,depcos,C,"Computer Software†, , ",Computer Software†,,
"International Conference on Dependable, Autonomic and Secure Computing",DASC,dasc,C,"Computer Software†, , ",Computer Software†,,
International Conference on Design Science Research in Information Systems and Technology,DESRIST,desrist,A,"Information Systems†, , ",Information Systems†,,
International Conference on Design Theory and Methodology (ASME),DTM,N/A,A,"Design Practice and Management†, , ",Design Practice and Management†,,
International Conference on Digital Government Research,DGO,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Digital Society,ICDS,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
International Conference on Discrete Geometry for Computer Imagery,DGCI,dgci,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Discrete Mathematics and Theoretical Computer Science,DMTCS,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Distributed Computing and Internet Technologies,ICDCIT,icdcit,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Distributed Computing and Networking,ICDCN,icdcn,B,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Distributed Computing Systems,ICDCS,icdcs,A,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Distributed Frameworks for Multimedia Applications,DFMA,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Dublin Core and Metadata Applications,DC,N/A,C,"Data Format†, , ",Data Format†,,
International Conference on e-Business,ICEB,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Electronic Commerce,ICEC,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Electronic Commerce and Web Technology,ECWeb,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Electronic Voting,EVOTE,N/A,C,"Data Format†, , ",Data Format†,,
International Conference on Email and Anti-Spam,CEAS,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Embedded Software and Systems,ICESS,N/A,C,"Civil Engineering†, , ",Civil Engineering†,,
International Conference on Engineering Applications of Neural Networks,EANN,eann,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Engineering Design (ICED), The Design Society",ICED,N/A,B,"Design Practice and Management†, , ",Design Practice and Management†,,
International Conference on Engineering Education,ICEE,N/A,C,"Other Engineering†, , ",Other Engineering†,,
International Conference on Enterprise Information Systems,ICEIS,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Enterprise Information Systems and Web Technologies,EISWT,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Enterprise Integration and Modelling Technology,ICEIMT,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Evaluation and Assessment in Software Engineering,EASE,ease,A,"Computer Software†, , ",Computer Software†,,
International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,enase,B,"Computer Software†, , ",Computer Software†,,
International Conference on Experimental Implementation of Quantum Computation,QuantCom,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Field and Service Robotics,FSR,fsr,A,"Manufacturing Engineering†, , ",Manufacturing Engineering†,,
International Conference on Formal Engineering Methods,ICFEM,icfem,B,"Computer Software†, , ",Computer Software†,,
International Conference on Formal Methods for Open Object-Based Distributed Systems,FMOOD,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
International Conference on Formal Ontology in Information Systems,FOIS,fois,A,"Information Systems†, , ",Information Systems†,,
International Conference on Foundation on Data Organization,FODO,N/A,A,"Data Format†, , ",Data Format†,,
International Conference on Frontiers of Handwriting Recognition,ICFHR,icfhr,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Frontiers of Information Technology,FIT,fit,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Functional Programming,ICFP,icfp,A,"Computer Software†, , ",Computer Software†,,
International Conference on Fuzzy Systems and Knowledge Discovery,FSKD,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Generative Programming and Component Engineering,GPCE,gpce,B,"Computer Software†, , ",Computer Software†,,
International Conference on Genetic Algorithms,ICGA,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on GeoComputation,GeoComp,N/A,C,"Geomatic Engineering †, , ",Geomatic Engineering †,,
International Conference on Graph Transformations,ICGT,gg,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Grid and Cooperative Computing,GCC,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
"International Conference on Green, Pervasive and Cloud Computing (was Grid and Pervasive Computing)",GPC,gpc,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Grid Computing and Applications,GCA,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
"International Conference on Grid computing, high-performance and Distributed Applications",GADA,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Health Informatics,Healthinf,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on High Performance Computing,HiPC,hipc,A,"Distributed Computing†, , ",Distributed Computing†,,
"International Conference on High Performance Computing, Networking and Communication Systems",HPCNCS,N/A,B,"Distributed Computing†, Computer Hardware†, ",Distributed Computing†,Computer Hardware†,
International Conference on High Performance Scientific Computing,HPSC,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on High-Performance Clustered Computing (International Conference on Linux Clusters),LCI,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Human Factors in Computing Systems,CHI,chi,A,"Information Systems†, Design Practice and Management†, ",Information Systems†,Design Practice and Management†,
International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,mhci,B,"Information Systems†, , ",Information Systems†,,
International Conference on Hybrid Artificial Intelligence Systems,HAIS,hais,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Hybrid Intelligent Systems,HIS,his,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Image Analysis and Processing,ICIAP,iciap,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Image and Graphics,ICIG,icig,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Image and Signal Processing,ICISP,icisp,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Immersive Telecommunications,IMMERSCOM,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Implementation and Application of Automata,CIAA,wia,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings",IAQVEC,N/A,A,"Building†, , ",Building†,,
International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE,ieaaie,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Informatics Education and Research,AIS SIGED: IAIM,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Information and Communication Technologies and Development,ICTD,ictd,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Information and Communication Technologies in Tourism,ENTER,enter,C,"Information Systems†, , ",Information Systems†,,
International Conference on Information and Communications Security,ICICS,icics,B,"Computer Software†, , ",Computer Software†,,
International Conference on Information and Communications Technology,ICICT,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Information and Emerging Technologies,ICIET,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Information and Knowledge Engineering,IKE,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Information Fusion,FUSION,fusion,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Information Processing and Management of Uncertainty,IPMU,ipmu,C,"Information Systems†, , ",Information Systems†,,
International Conference on Information Resources Management,Conf-IRM,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Information Security and Assurance,ISA,N/A,C,"Computer Software†, , ",Computer Software†,,
International Conference on Information Security and Cryptography,SECRYPT,secrypt,B,"Data Format†, , ",Data Format†,,
International Conference on Information Security and Cryptology,ICISC,icisc,B,"Data Format†, , ",Data Format†,,
International Conference on Information Systems Analysis and Synthesis,ISAS,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Information Systems Development,ISD,N/A,A,"Information Systems†, , ",Information Systems†,,
International Conference on Information Systems Security,ICISS,iciss,B,"Computer Software†, , ",Computer Software†,,
International Conference on Information Systems Technology and its Application,ISTA,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Information Technology and Applications,ICITA,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Information Technology Interfaces,ITI,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Information Technology: Coding and Computing,ITCC,itcc,C,"Computer Software†, , ",Computer Software†,,
International Conference on Information Theoretic Security,ICITS,N/A,C,"Computer Software†, , ",Computer Software†,,
International Conference on Information Visualisation,IV,iv,B,"Artificial Intelligence and Image Processing†, Design Practice and Management†, ",Artificial Intelligence and Image Processing†,Design Practice and Management†,
"International Conference on Innovation in Architecture, Engineering and Construction",AEC,N/A,C,"Civil Engineering†, Architecture†, ",Civil Engineering†,Architecture†,
International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems,CPAIOR,cpaior,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Intelligent Agents, Web Technologies, and Internet Commerce",IAWTIC,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Intelligent and Advanced Systems,ICIAS,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
International Conference on Intelligent Data Engineering and Automated Learning,IDEAL,ideal,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
"International Conference on Intelligent Sensors, Sensor Networks and Information Processing",ISSNIP,N/A,B,"Automotive Engineering†, , ",Automotive Engineering†,,
International Conference on Intelligent Systems,ICIL,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Intelligent Systems and Knowledge Engineering,ISKE,iske,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Intelligent Systems Designs and Applications,ISDA,isda,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,cicling,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Intelligent Tutoring Systems,ITS,its,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Intelligent User Interfaces,IUI,iui,A,"Information Systems†, , ",Information Systems†,,
International Conference on International and Communication Technologies,ICICTE,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Internet and Web Applications and Services,ICIW,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Internet Computing,IC,N/A,B,"Information Systems†, , ",Information Systems†,,
International Conference on Internet Computing in Science and Engineering,ICICSE,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Internet Monitoring and Protection,ICIMP,N/A,C,"Computer Software†, , ",Computer Software†,,
International Conference on Internet Technologies and Applications,ITA,ita,B,"Information Systems†, , ",Information Systems†,,
International Conference on Knowledge Discovery and Data Mining,WKDD,N/A,C,"Data Format†, , ",Data Format†,,
International Conference on Knowledge Engineering and Knowledge Management,EKAW,ekaw,B,"Information Systems†, , ",Information Systems†,,
International Conference on Knowledge Engineering and Ontology Development,KEOD,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Knowledge Science, Engineering and Management",KSEM,ksem,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,kes,B,"Information Systems†, , ",Information Systems†,,
International Conference on Knowledge-based Intelligent Electronic Systems,KIES,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Language and Automata Theory and Applications,LATA,lata,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Legal Knowledge and Information Systems,JURIX,jurix,C,"Information Systems†, , ",Information Systems†,,
International Conference on Logic Programming,ICLP,iclp,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,lpnmr,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Machine Learning,ICML,icml,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Machine Learning and Applications,ICMLA,icmla,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Machine Learning and Cybernetics,ICMLC,icmlc,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Machine Vision,ICMV,icmv,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Management of Data,COMAD,comad,B,"Information Systems†, , ",Information Systems†,,
International Conference on Management of Technology,IAMOT,N/A,C,"Technology†, , ",Technology†,,
International Conference on Massively Parallel Computing Systems,MPCS,N/A,B,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Medical Information Visualisation,MediVis,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,mobiquitous,A,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Mobile Business,ICMB,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Mobile Data Management,MDM,mdm,C,"Data Format†, , ",Data Format†,,
"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Model Transformation,ICMT,icmt,B,"Computer Software†, , ",Computer Software†,,
"International Conference on Modeling, Simulation and Visualization Methods",MSV,N/A,C,"Technology†, , ",Technology†,,
International Conference on Modelling Decisions for Artificial Intelligence,MDAI,mdai,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Multimedia Modelling,MMM,mmm,C,"Information Systems†, , ",Information Systems†,,
International Conference on Multimodal Interaction (was International Conference on Multimodal Interfaces),ICMI,icmi,B,"Information Systems†, , ",Information Systems†,,
International Conference on Natural Computation,ICNC,icnc,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on network and System Security,NSS,nss,B,"Computer Software†, , ",Computer Software†,,
International Conference on Network Protocols,ICNP,icnp,A,"Computer Hardware†, , ",Computer Hardware†,,
International Conference on Networked Computing,INC,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Networking and Mobile Computing,ICCNMC,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
"International Conference on Networking, Sensing and Control",ICNSC,N/A,C,"Automotive Engineering†, , ",Automotive Engineering†,,
International Conference on Networks and Communications,NetCoM,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
International Conference on Neural Information Processing,ICONIP,iconip,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Neural, Parallel and Scientific Computations",NPSC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on New Trends of Information and Service Science,NISS,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Next Generation Web Services Practices,NWESP,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Next Generation Wired/Wireless Advanced Networking,NEW2AN,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
International Conference on Optimization: Techniques And Applications,ICOTA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Pairing-based Cryptography,Pairing,N/A,C,"Data Format†, , ",Data Format†,,
"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,pdcat,B,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,N/A,B,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Parallel and Distributed Systems,ICPADS,icpads,B,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Parallel Architecture and Compilation Techniques,PACT,IEEEpact,A,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Parallel Processing,ICPP,icpp,A,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Parallel Processing and Applied Mathematics,PPAM,ppam,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Pattern Recognition,ICPR,icpr,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Persuasive Technology,Persuasive,persuasive,B,"Information Systems†, , ",Information Systems†,,
International Conference on Pervasive Computing (Joined with UbiComp from 2013),PERVASIVE,N/A,A,"Distributed Computing†, Design Practice and Management†, ",Distributed Computing†,Design Practice and Management†,
International Conference on Pervasive Computing and Applications,ICPCA,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Pervasive Services,ICPS,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Principles and Practice of Constraint Programming,CP,cp,A,"Computer Software†, , ",Computer Software†,,
International Conference on Principles and Practice of Declarative Programming,PPDP,ppdp,B,"Computer Software†, , ",Computer Software†,,
International Conference on Principles of Distributed Systems,OPODIS,opodis,B,"Distributed Computing†, , ",Distributed Computing†,,
"International Conference on Probability, Statistics and Operational Research",PSOR,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,iwpc,C,"Computer Software†, , ",Computer Software†,,
International Conference on Provable Security,ProvSec,provsec,B,"Computer Software†, , ",Computer Software†,,
International Conference on Qualitative Research in IT & IT in Qualitative Research,QualIT,N/A,B,"Information Systems†, , ",Information Systems†,,
"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (was International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks)",Qshine,qshine,B,"Computer Hardware†, , ",Computer Hardware†,,
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,qrs,B,"Computer Software†, , ",Computer Software†,,
International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,rtcsa,B,"Computer Hardware†, , ",Computer Hardware†,,
International Conference on Recent Advances in Information Technology and Applications,RAITA,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
International Conference on Recent Advances in Natural Language Processing,RANLP,ranlp,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,RelMiCS,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"International Conference on Relations, Orders and Graphs: Interaction with Computer Science",ROGICS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Reliable Software Technologies,Ada-Europe,adaEurope,A,"Computer Software†, , ",Computer Software†,,
International Conference on Research Challenges in Information Science,RCIS,rcis,B,"Information Systems†, , ",Information Systems†,,
International Conference on Risks and Security of Internet and Systems,CRiSIS,crisis,C,"Computer Software†, , ",Computer Software†,,
"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,N/A,C,"Manufacturing Engineering†, , ",Manufacturing Engineering†,,
International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),IJCRS (was RSCTC),ijcrs,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
RuleML: International Web Rule Symposium (pre 2007 was 'International Conference on Rules and Rule Markup Languages for the Semantic Web'),RuleML,N/A,C,"Information Systems†, , ",Information Systems†,,
International Conference on Scientific and Statistical Data Base Management,SSDBM,ssdbm,A,"Data Format†, , ",Data Format†,,
